carrier,hub,source_location_id,brand,zone,on_time_to_window,sales_channel,has_a_scope,ease_of_delivery,ease_of_scheduling,delivery_weekday,delivery_month,create_to_deliver,create_to_first_offer,create_to_visible,first_offer_to_delivery,hub_to_first_offer,ship_to_hub,visible_to_ship,create_to_ship,nps_score
PRNL,OVER,101,TEMPUR,Zone 2,Early,Direct to Consumer,1,5.0,5.0,5,5,17.33333333,8.625,0.708333333,8.708333333,1.208333333,6.0,0.708333333,1.0,9.0
DRYN,HILE,91,TEMPUR,Zone 1,On time,Costco,0,5.0,5.0,3,12,7.458333333,4.541666667,0.541666667,2.916666667,1.166666667,0.208333333,2.625,3.0,10.0
DRYN,HILE,91,TEMPUR,Zone 2,On time,Direct to Consumer,0,5.0,5.0,4,6,9.5,3.541666667,0.625,5.958333333,1.083333333,0.25,1.583333333,2.0,10.0
PRNL,CHIC,75,TEMPUR,Zone 1,Early,TRS,0,5.0,5.0,2,8,7.541666667,5.583333333,1.625,1.958333333,2.25,0.5,1.208333333,2.0,9.0
PRNL,RICA,190,TEMPUR,Zone 2,On time,TRS,1,5.0,5.0,3,2,15.45833333,8.583333333,0.666666667,6.875,7.0,0.0,14.625,15.0,5.0
SPCG,FKLN,59,TEMPUR,Zone 1,Early,TRS,0,4.5,4.0,6,3,10.5,8.583333333,0.625,1.916666667,5.166666667,0.958333333,1.833333333,2.0,10.0
DRYN,HOUN,150,TEMPUR,Zone 2,On time,Direct to Consumer,0,5.0,5.0,7,3,28.5,7.5,2.333333333,21.0,3.125,0.541666667,1.5,3.0,10.0
PRNL,DEVR,170,TEMPUR,Zone 1,On time,TRS,0,5.0,3.5,4,9,9.541666667,5.583333333,0.75,3.958333333,2.166666667,0.083333333,2.583333333,3.0,10.0
NVCP,BREA,175,TEMPUR,Zone 1,Early,TRS,1,5.0,4.0,7,4,23.33333333,2.583333333,0.75,20.75,1.041666667,0.166666667,0.625,1.0,10.0
SPCG,ROSE,101,TEMPUR,Zone 2,On time,Direct to Consumer,0,5.0,5.0,4,4,14.41666667,13.58333333,1.333333333,0.833333333,7.125,1.041666667,4.083333333,5.0,5.0
SPCG,FKLN,59,TEMPUR,Zone 1,On time,TRS,0,5.0,4.0,6,8,8.416666667,7.583333333,0.875,0.833333333,1.208333333,0.916666667,4.583333333,5.0,8.0
SSYS,IRVN,150,TEMPUR,Zone 1,Early,Direct to Consumer,0,5.0,5.0,4,11,12.54166667,11.58333333,4.583333333,0.958333333,6.125,0.791666667,0.083333333,4.0,10.0
DRYN,HOUN,150,TEMPUR,Zone 1,Early,Direct to Consumer,1,5.0,2.5,7,2,22.375,7.5,0.791666667,14.875,1.166666667,0.75,4.791666667,5.0,8.0
NVCP,LKWD,185,TEMPUR,Zone 1,Early,Costco,0,2.5,2.0,3,1,5.375,4.583333333,0.458333333,0.791666667,2.958333333,0.166666667,1.0,1.0,7.0
SSYS,BRHT,75,TEMPUR,Zone 1,On time,Direct to Consumer,1,5.0,4.0,4,10,22.66666667,7.583333333,0.416666667,15.08333333,4.125,1.125,1.916666667,2.0,8.0
PRNL,90,59,TEMPUR,Zone 1,Early,Direct to Consumer,0,5.0,5.0,5,5,13.54166667,11.58333333,1.166666667,1.958333333,4.25,0.75,5.416666667,6.0,10.0
PRNL,RICA,190,TEMPUR,Zone 2,On time,TRS,1,5.0,3.0,3,3,35.625,22.58333333,8.791666667,13.04166667,13.0,0.0,0.583333333,9.0,7.0
PRNL,DEVR,150,TEMPUR,Zone 1,On time,TRS,0,5.0,5.0,5,11,22.375,21.58333333,7.666666667,0.791666667,7.041666667,3.166666667,3.708333333,11.0,10.0
NVCP,BREA,175,TEMPUR,Zone 1,On time,Direct to Consumer,0,5.0,5.0,7,9,7.458333333,5.583333333,2.375,1.875,2.083333333,0.083333333,1.041666667,3.0,10.0
SPCG,BOSE,185,TEMPUR,Zone 1,Late,Direct to Consumer,0,1.0,1.0,2,6,24.58333333,19.33333333,0.666666667,5.25,14.875,0.916666667,2.875,3.0,0.0
PRNL,RIVE,91,TEMPUR,Zone 1,On time,TRS,0,4.5,2.5,7,6,11.5,8.583333333,1.5,2.916666667,5.083333333,1.083333333,0.916666667,2.0,10.0
NVCP,BREA,175,TEMPUR,Zone 2,On time,Direct to Consumer,0,4.0,4.5,6,12,10.33333333,3.583333333,0.708333333,6.75,-2.916666667,5.083333333,0.708333333,1.0,10.0
SPCG,WAKE,75,TEMPUR,Zone 1,On time,Direct to Consumer,0,5.0,5.0,4,2,17.41666667,12.58333333,1.708333333,4.833333333,3.208333333,1.041666667,6.625,8.0,6.0
SPCG,TUAL,185,TEMPUR,Zone 1,Late,Direct to Consumer,0,3.5,1.5,4,6,15.625,2.583333333,0.75,13.04166667,0.125,0.958333333,0.75,1.0,3.0
PRNL,RIVE,91,TEMPUR,Zone 1,On time,Direct to Consumer,1,4.0,4.5,4,9,16.45833333,5.583333333,1.5,10.875,3.0,0.125,0.958333333,2.0,9.0
NVCP,RLNJ,59,TEMPUR,Zone 1,On time,Direct to Consumer,0,5.0,5.0,3,1,7.708333333,4.583333333,1.166666667,3.125,2.041666667,0.291666667,1.083333333,2.0,10.0
PRNL,CHAN,160,TEMPUR,Zone 2,Early,Costco,0,5.0,5.0,4,6,27.41666667,20.54166667,0.5,6.875,19.08333333,0.166666667,0.791666667,1.0,10.0
NVCP,RLNJ,59,TEMPUR,Zone 1,On time,TRS,0,5.0,5.0,3,12,8.416666667,3.583333333,0.791666667,4.833333333,1.041666667,0.291666667,1.458333333,2.0,10.0
PRNL,ROUS,75,TEMPUR,Zone 1,Early,Direct to Consumer,0,5.0,5.0,5,8,17.54166667,12.58333333,7.541666667,4.958333333,1.25,2.0,1.791666667,9.0,10.0
PRNL,ROUS,75,TEMPUR,Zone 1,On time,Direct to Consumer,0,5.0,4.5,7,8,16.66666667,13.58333333,0.5,3.083333333,7.125,2.083333333,3.875,4.0,5.0
SSYS,HUNV,81,TEMPUR,Zone 2,Early,Direct to Consumer,0,5.0,5.0,6,9,17.45833333,10.58333333,2.625,6.875,-7.125,10.375,4.708333333,7.0,10.0
PRNL,CHRT,81,TEMPUR,Zone 1,Late,Direct to Consumer,0,5.0,5.0,5,8,11.66666667,10.58333333,1.166666667,1.083333333,8.166666667,0.541666667,0.708333333,1.0,10.0
PRNL,CHIC,75,TEMPUR,Zone 1,Early,Direct to Consumer,0,5.0,5.0,5,5,16.54166667,4.583333333,0.708333333,11.95833333,2.208333333,0.625,1.041666667,1.0,10.0
DRYN,SANA,150,TEMPUR,Zone 2,On time,TRS,0,4.5,5.0,2,2,7.458333333,5.5,0.75,1.958333333,0.958333333,2.583333333,1.208333333,1.0,10.0
PRNL,CHIC,416,SEALY,Zone 1,On time,Big Lots,0,4.0,4.0,7,3,10.33333333,9.583333333,5.708333333,0.75,3.041666667,0.166666667,0.666666667,6.0,8.0
PRNL,RLGH,81,TEMPUR,Zone 1,Early,TRS,1,1.0,3.5,5,4,20.29166667,8.583333333,3.875,11.70833333,3.166666667,0.458333333,1.083333333,4.0,6.0
PRNL,RICA,81,TEMPUR,Zone 2,On time,TRS,0,5.0,2.5,3,4,29.54166667,24.58333333,5.5,4.958333333,17.0,0.0,2.0,7.0,8.0
SSYS,TOLL,422,SEALY,Zone 2,Late,Direct to Consumer,0,5.0,1.0,5,10,10.625,10.5,1.583333333,0.125,6.125,0.041666667,2.75,4.0,8.0
NVCP,BREA,175,TEMPUR,Zone 1,On time,Direct to Consumer,0,5.0,4.5,4,9,7.541666667,3.583333333,0.791666667,3.958333333,2.083333333,0.125,0.583333333,1.0,10.0
PRNL,DEVR,170,TEMPUR,Zone 1,On time,Other,0,5.0,5.0,7,4,8.583333333,8.583333333,0.416666667,0.0,3.083333333,0.125,4.958333333,5.0,10.0
NVCP,RLNJ,59,TEMPUR,Zone 1,On time,TRS,0,5.0,5.0,3,12,8.583333333,4.583333333,0.75,4.0,2.0,0.291666667,1.541666667,2.0,9.0
NVCP,BREA,175,TEMPUR,Zone 1,Early,Direct to Consumer,0,5.0,3.0,5,3,5.416666667,4.583333333,0.875,0.833333333,2.083333333,0.125,1.5,2.0,10.0
PRNL,RICA,190,TEMPUR,Zone 1,On time,TRS,0,5.0,5.0,4,12,13.625,13.58333333,0.625,0.041666667,12.0,0.0,12.66666667,13.0,10.0
NVCP,BREA,75,TEMPUR,Zone 1,Early,TRS,0,5.0,5.0,5,9,13.5,11.58333333,0.458333333,1.916666667,1.125,5.083333333,4.916666667,5.0,10.0
NVCP,RLNJ,59,TEMPUR,Zone 1,Early,Direct to Consumer,0,3.0,3.5,3,7,8.708333333,8.583333333,0.708333333,0.125,6.0,0.541666667,1.333333333,2.0,9.0
NVCP,RLNJ,59,TEMPUR,Zone 1,Early,TRS,0,5.0,5.0,7,4,11.33333333,4.583333333,0.75,6.75,1.291666667,0.791666667,1.75,2.0,10.0
DRYN,HILE,91,TEMPUR,Zone 1,On time,TRS,0,5.0,4.0,5,10,9.583333333,8.541666667,5.458333333,1.041666667,1.041666667,0.0,2.041666667,7.0,10.0
PRNL,ROUS,75,TEMPUR,Zone 1,Early,Direct to Consumer,0,5.0,5.0,7,7,6.416666667,4.583333333,1.166666667,1.833333333,2.083333333,0.666666667,0.666666667,1.0,10.0
SPCG,FKLN,447,SEALY,Zone 1,Early,Wayfair,0,5.0,5.0,6,3,19.375,16.58333333,11.95833333,2.791666667,3.833333333,0.583333333,0.208333333,12.0,10.0
SSYS,BRHT,75,TEMPUR,Zone 1,On time,Direct to Consumer,0,5.0,5.0,7,9,21.45833333,19.58333333,9.416666667,1.875,6.125,1.166666667,2.875,12.0,0.0
PRNL,28,59,TEMPUR,Zone 1,On time,Direct to Consumer,0,5.0,5.0,7,7,5.375,4.583333333,1.166666667,0.791666667,2.125,0.583333333,0.708333333,1.0,10.0
PRNL,DEVR,170,TEMPUR,Zone 1,Early,Direct to Consumer,0,5.0,5.0,2,11,21.45833333,3.583333333,0.625,17.875,2.208333333,0.0,0.75,1.0,10.0
PRNL,RICA,190,TEMPUR,Zone 1,On time,TRS,1,1.0,5.0,3,2,7.458333333,6.583333333,2.541666667,0.875,3.0,0.0,4.708333333,7.0,10.0
SSYS,NAVI,81,TEMPUR,Zone 1,On time,TRS,0,5.0,5.0,5,6,10.33333333,7.958333333,0.416666667,2.375,4.541666667,1.0,2.0,2.0,10.0
PRNL,RICA,190,TEMPUR,Zone 1,On time,TRS,0,5.0,5.0,6,10,4.458333333,3.583333333,0.666666667,0.875,2.0,0.0,3.625,4.0,10.0
SSYS,LEXI,75,TEMPUR,Zone 1,On time,Direct to Consumer,0,5.0,5.0,7,7,9.375,7.583333333,0.875,1.791666667,2.166666667,0.916666667,3.625,4.0,10.0
PRNL,27,445,SEALY,Zone 2,On time,S&F.com,0,5.0,5.0,6,7,15.29166667,12.58333333,4.583333333,2.708333333,5.333333333,0.125,2.541666667,7.0,10.0
PRNL,RLGH,81,TEMPUR,Zone 2,On time,Direct to Consumer,0,5.0,5.0,4,2,9.5,4.583333333,1.375,4.916666667,2.166666667,0.625,0.416666667,1.0,10.0
SSYS,DAYT,403,SEALY,Zone 1,On time,Direct to Consumer,0,5.0,5.0,4,2,12.54166667,11.58333333,6.666666667,0.958333333,4.125,0.083333333,0.708333333,7.0,10.0
PRNL,SANF,190,TEMPUR,Zone 2,On time,Direct to Consumer,0,5.0,5.0,2,5,13.54166667,3.0,0.5,10.54166667,1.333333333,0.041666667,1.125,1.0,10.0
PRNL,CHIC,75,TEMPUR,Zone 2,Early,Direct to Consumer,1,1.0,1.0,3,7,15.5,8.583333333,0.625,6.916666667,6.291666667,0.416666667,1.25,1.0,0.0
SSYS,IRVN,150,TEMPUR,Zone 1,On time,Direct to Consumer,0,5.0,5.0,3,4,5.583333333,2.583333333,0.708333333,3.0,1.041666667,0.166666667,0.666666667,1.0,10.0
DRYN,SANA,150,TEMPUR,Zone 1,On time,Direct to Consumer,0,5.0,5.0,6,12,6.333333333,4.5,0.708333333,1.833333333,1.083333333,0.583333333,2.125,2.0,10.0
SPCG,KENN,150,TEMPUR,Zone 2,On time,Direct to Consumer,0,5.0,5.0,6,5,26.54166667,9.583333333,0.458333333,16.95833333,1.041666667,5.875,2.208333333,2.0,5.0
DRYN,JKVL,91,TEMPUR,Zone 1,On time,TRS,0,5.0,5.0,7,12,19.66666667,15.54166667,1.833333333,4.125,8.208333333,2.75,2.75,4.0,10.0
SSYS,ANMO,59,TEMPUR,Zone 2,Early,Direct to Consumer,0,5.0,5.0,7,10,15.41666667,11.58333333,0.541666667,3.833333333,4.208333333,1.083333333,5.75,6.0,10.0
NVCP,BREA,175,TEMPUR,Zone 1,On time,TRS,1,3.0,3.5,6,1,24.58333333,2.583333333,0.291666667,22.0,1.083333333,0.125,1.083333333,1.0,7.0
SPCG,ALBU,160,TEMPUR,Zone 1,On time,Direct to Consumer,0,5.0,5.0,7,7,23.5,21.58333333,11.75,1.916666667,6.125,0.958333333,2.75,14.0,10.0
DRYN,AUSN,150,TEMPUR,Zone 1,On time,Direct to Consumer,0,5.0,4.0,7,4,7.375,6.5,3.541666667,0.875,2.083333333,0.583333333,0.291666667,3.0,10.0
SPCG,WAKE,75,TEMPUR,Zone 3,Early,Direct to Consumer,0,5.0,2.0,5,10,13.5,11.58333333,0.5,1.916666667,5.25,2.0,3.833333333,4.0,5.0
PRNL,CHRT,81,TEMPUR,Zone 3,Missing Data,Direct to Consumer,0,5.0,5.0,7,7,30.375,23.58333333,8.666666667,6.791666667,9.0,1.666666667,4.25,12.0,10.0
PRNL,RIVE,91,TEMPUR,Zone 1,On time,Direct to Consumer,0,1.0,1.0,6,1,16.58333333,10.58333333,0.75,6.0,4.041666667,0.125,5.666666667,6.0,0.0
SPCG,TUAL,185,TEMPUR,Zone 1,On time,Direct to Consumer,0,5.0,5.0,2,6,12.33333333,7.333333333,0.416666667,5.0,0.875,0.958333333,5.083333333,5.0,10.0
PRNL,ROUS,75,TEMPUR,Zone 3,On time,TRS,0,4.5,5.0,5,5,34.54166667,27.58333333,0.625,6.958333333,22.95833333,0.875,3.125,3.0,9.0
SPCG,FKLN,59,TEMPUR,Zone 1,Late,TRS,0,5.0,4.0,7,3,7.625,6.583333333,0.583333333,1.041666667,1.25,0.875,3.875,4.0,10.0
PRNL,28,59,TEMPUR,Zone 1,On time,TRS,0,5.0,5.0,6,9,11.375,7.583333333,1.416666667,3.791666667,2.25,1.0,2.916666667,4.0,10.0
NVCP,RLNJ,59,TEMPUR,Zone 1,On time,TRS,0,5.0,5.0,2,11,5.333333333,3.583333333,0.583333333,1.75,1.25,0.458333333,1.291666667,1.0,10.0
SPCG,ROSE,101,TEMPUR,Zone 1,On time,Direct to Consumer,0,4.0,4.0,5,6,28.75,18.33333333,5.416666667,10.41666667,5.833333333,5.833333333,1.25,6.0,10.0
DRYN,HOUN,150,TEMPUR,Zone 1,On time,TRS,0,5.0,5.0,7,7,10.29166667,9.5,2.541666667,0.791666667,2.041666667,0.5,4.416666667,6.0,10.0
DRYN,SANA,150,TEMPUR,Zone 1,Late,Direct to Consumer,0,3.0,5.0,6,9,4.5,4.5,0.791666667,0.0,1.083333333,1.458333333,1.166666667,1.0,4.0
DRYN,HILE,81,TEMPUR,Zone 2,On time,TRS,1,1.0,2.0,7,2,23.41666667,7.541666667,1.333333333,15.875,1.125,1.958333333,3.125,4.0,5.0
PRNL,CHAN,175,TEMPUR,Zone 1,Early,TRS,1,5.0,4.0,7,5,12.54166667,7.041666667,1.375,5.5,1.083333333,3.4375,1.145833333,2.0,10.0
PRNL,27,59,TEMPUR,Zone 1,Early,TRS,0,5.0,4.5,6,7,9.458333333,6.583333333,0.666666667,2.875,4.125,0.541666667,1.25,1.0,10.0
SPCG,SLCU,170,TEMPUR,Zone 1,On time,Direct to Consumer,0,5.0,5.0,4,3,15.41666667,13.58333333,0.708333333,1.833333333,10.125,2.083333333,0.666666667,1.0,10.0
NVCP,RLNJ,59,TEMPUR,Zone 1,On time,TRS,0,1.0,5.0,6,8,14.54166667,13.58333333,9.458333333,0.958333333,1.125,1.0,2.0,11.0,10.0
PRNL,DEVR,170,TEMPUR,Zone 2,Early,TRS,0,5.0,5.0,7,10,26.33333333,26.33333333,13.45833333,0.0,10.83333333,0.041666667,2.0,15.0,10.0
DRYN,HOUN,150,TEMPUR,Zone 2,On time,Direct to Consumer,0,5.0,5.0,4,8,17.29166667,13.5,4.708333333,3.791666667,3.041666667,0.541666667,5.208333333,9.0,10.0
PRNL,RIVE,91,TEMPUR,Zone 1,Late,TRS,0,5.0,5.0,5,7,8.666666667,7.0,1.583333333,1.666666667,4.375,0.291666667,0.75,2.0,10.0
SSYS,BRHT,75,TEMPUR,Zone 2,On time,Direct to Consumer,0,4.5,5.0,7,4,9.541666667,7.583333333,0.708333333,1.958333333,2.041666667,1.208333333,3.625,4.0,10.0
PRNL,VEGA,160,TEMPUR,Zone 1,Late,TRS,0,5.0,1.0,2,6,14.5,9.541666667,1.666666667,4.958333333,1.083333333,5.0,1.791666667,3.0,5.0
PRNL,STLO,101,TEMPUR,Zone 1,Early,Direct to Consumer,0,4.0,4.0,3,12,16.5,5.583333333,1.208333333,10.91666667,3.25,0.791666667,0.333333333,1.0,10.0
PRNL,CHRT,59,TEMPUR,Zone 3,On time,TRS,0,3.5,1.0,3,6,11.70833333,11.70833333,3.458333333,0.0,5.208333333,1.875,1.166666667,4.0,0.0
SSYS,COGA,450,SEALY,Zone 1,Early,S&F.com,0,5.0,5.0,7,10,11.4375,11.08333333,4.520833333,0.354166667,1.083333333,0.25,5.333333333,9.5,10.0
DRYN,AUSN,150,TEMPUR,Zone 1,On time,TRS,1,3.0,1.0,3,6,5.583333333,4.5,0.541666667,1.083333333,3.125,0.416666667,0.416666667,0.0,0.0
PRNL,SANF,190,TEMPUR,Zone 1,On time,TRS,0,5.0,5.0,3,12,8.375,3.583333333,0.75,4.791666667,2.0,0.083333333,0.75,1.0,10.0
DRYN,HILE,91,TEMPUR,Zone 2,On time,TRS,0,5.0,5.0,7,2,9.708333333,6.541666667,0.666666667,3.166666667,1.041666667,0.25,4.583333333,5.0,10.0
SSYS,ORLN,91,TEMPUR,Zone 1,On time,TRS,0,3.5,1.5,3,3,11.75,7.583333333,0.625,4.166666667,1.0,1.916666667,4.041666667,4.0,0.0
DRYN,HOUN,150,TEMPUR,Zone 1,Early,Direct to Consumer,0,5.0,5.0,3,12,7.458333333,4.5,0.583333333,2.958333333,1.083333333,0.5,2.333333333,2.0,10.0
PRNL,RICA,190,TEMPUR,Zone 1,Late,TRS,0,5.0,3.5,7,4,5.583333333,4.583333333,0.791666667,1.0,3.0,0.0,4.5,5.0,10.0
DRYN,HILE,91,TEMPUR,Zone 1,On time,TRS,0,5.0,4.5,2,11,10.45833333,5.541666667,0.625,4.916666667,1.0,0.291666667,3.625,4.0,10.0
SSYS,HUNV,150,TEMPUR,Zone 2,On time,Direct to Consumer,0,5.0,5.0,3,7,14.625,14.58333333,0.375,0.041666667,7.083333333,4.875,2.25,2.0,10.0
DRYN,HILE,81,TEMPUR,Zone 1,On time,TRS,0,5.0,5.0,5,12,13.54166667,12.54166667,0.625,1.0,0.916666667,7.75,3.25,3.0,6.0
PRNL,ROUS,75,TEMPUR,Zone 1,Early,Direct to Consumer,0,5.0,4.0,6,7,7.291666667,5.583333333,0.708333333,1.708333333,1.208333333,0.541666667,3.125,3.0,9.0
PRNL,28,59,TEMPUR,Zone 1,On time,Direct to Consumer,1,5.0,4.5,7,5,17.41666667,6.583333333,0.75,10.83333333,4.208333333,0.375,1.25,2.0,10.0
NVCP,RLNJ,44,SEALY,Zone 1,On time,Other,0,5.0,5.0,3,6,15.41666667,14.58333333,3.541666667,0.833333333,3.583333333,1.0,6.458333333,10.0,10.0
PRNL,CHIC,75,TEMPUR,Zone 1,Early,Direct to Consumer,1,3.5,3.5,6,10,10.41666667,4.583333333,0.625,5.833333333,2.208333333,0.833333333,0.916666667,1.0,10.0
PRNL,27,59,TEMPUR,Zone 1,On time,Direct to Consumer,0,2.0,1.0,4,12,19.58333333,18.58333333,13.16666667,1.0,4.041666667,0.583333333,0.791666667,13.0,0.0
DRYN,HILE,421,SEALY,Zone 1,On time,Direct to Consumer,0,5.0,5.0,5,2,14.66666667,13.54166667,11.83333333,1.125,1.125,0.166666667,0.416666667,12.0,10.0
SSYS,ORLN,91,TEMPUR,Zone 1,Early,Direct to Consumer,0,5.0,5.0,6,2,14.41666667,7.583333333,0.5,6.833333333,4.0,0.0,3.083333333,3.0,10.0
SPCG,WAKE,75,TEMPUR,Zone 1,On time,Other,0,5.0,5.0,6,10,8.5,7.583333333,0.875,0.916666667,2.25,1.0,3.458333333,4.0,10.0
DRYN,HILE,91,TEMPUR,Zone 2,On time,TRS,0,5.0,5.0,2,6,10.54166667,6.541666667,1.166666667,4.0,1.083333333,0.25,4.041666667,5.0,10.0
DRYN,HILE,91,TEMPUR,Zone 1,On time,TRS,0,4.0,4.0,6,11,4.5,3.541666667,0.666666667,0.958333333,1.125,0.208333333,1.541666667,2.0,10.0
SSYS,DAYT,75,TEMPUR,Zone 1,Early,Direct to Consumer,0,5.0,5.0,4,4,9.5,8.583333333,0.5,0.916666667,6.125,0.625,1.333333333,1.0,10.0
DRYN,SANA,81,TEMPUR,Zone 2,Late,TRS,0,3.5,3.5,7,1,19.75,12.5,2.416666667,7.25,1.166666667,3.708333333,5.208333333,7.0,7.0
SSYS,DAYT,75,TEMPUR,Zone 1,On time,Direct to Consumer,0,5.0,5.0,3,8,11.45833333,6.583333333,0.541666667,4.875,1.083333333,0.625,4.333333333,4.0,10.0
DRYN,AUSN,150,TEMPUR,Zone 1,On time,Costco,0,5.0,5.0,4,6,8.375,7.5,0.5,0.875,1.125,5.458333333,0.416666667,0.0,10.0
SSYS,BRHT,75,TEMPUR,Zone 1,On time,TRS,0,3.5,3.5,6,7,8.375,6.583333333,0.833333333,1.791666667,0.666666667,1.541666667,3.541666667,4.0,10.0
NVCP,BREA,175,TEMPUR,Zone 1,On time,TRS,0,5.0,5.0,3,3,6.5,3.583333333,0.791666667,2.916666667,2.041666667,0.125,0.625,1.0,8.0
DRYN,HILE,91,TEMPUR,Zone 1,Early,Direct to Consumer,0,5.0,5.0,4,11,3.541666667,3.541666667,1.166666667,0.0,1.125,0.25,1.0,2.0,10.0
DRYN,HILE,91,TEMPUR,Zone 2,On time,Direct to Consumer,0,5.0,3.5,3,4,28.41666667,4.541666667,0.708333333,23.875,1.083333333,0.25,2.5,3.0,10.0
PRNL,NORX,91,TEMPUR,Zone 1,On time,TRS,0,5.0,4.0,3,5,8.291666667,5.0,1.458333333,3.291666667,1.458333333,1.041666667,1.041666667,2.0,7.0
SSYS,TOLL,160,TEMPUR,Zone 1,On time,Direct to Consumer,0,4.5,4.0,4,2,5.5,4.541666667,0.708333333,0.958333333,0.208333333,0.75,2.875,3.0,10.0
PRNL,RLGH,81,TEMPUR,Zone 2,Early,Direct to Consumer,0,5.0,5.0,4,1,14.54166667,9.583333333,0.625,4.958333333,7.166666667,0.625,1.166666667,1.0,10.0
NVCP,BREA,190,TEMPUR,Zone 1,On time,Costco,0,5.0,5.0,3,6,12.45833333,7.583333333,3.458333333,4.875,0.083333333,1.875,2.166666667,5.0,10.0
SPCG,LITT,150,TEMPUR,Zone 3,Late,Direct to Consumer,0,5.0,5.0,6,12,10.70833333,10.58333333,0.708333333,0.125,3.125,3.958333333,2.791666667,3.0,10.0
PRNL,DEVR,170,TEMPUR,Zone 2,Early,TRS,0,5.0,1.0,2,1,35.5,32.58333333,0.875,2.916666667,31.16666667,0.0,0.541666667,1.0,0.0
NVCP,RLNJ,59,TEMPUR,Zone 1,On time,TRS,0,4.5,3.0,2,1,13.625,3.583333333,0.541666667,10.04166667,2.25,0.041666667,0.75,1.0,8.0
DRYN,HILE,91,TEMPUR,Zone 1,On time,Direct to Consumer,0,5.0,5.0,2,7,11.45833333,9.541666667,6.625,1.916666667,0.958333333,0.291666667,1.666666667,8.0,10.0
NVCP,RLNJ,59,TEMPUR,Zone 1,On time,Direct to Consumer,1,5.0,4.0,7,11,28.45833333,5.583333333,1.458333333,22.875,2.041666667,0.291666667,1.791666667,3.0,10.0
NVCP,RLNJ,91,TEMPUR,Zone 1,On time,TRS,0,2.0,2.5,6,11,25.58333333,23.58333333,8.791666667,2.0,8.083333333,4.0,2.708333333,11.0,2.0
PRNL,RIVE,91,TEMPUR,Zone 2,Late,Direct to Consumer,0,5.0,5.0,4,3,10.70833333,5.583333333,1.416666667,5.125,3.0,0.125,1.041666667,2.0,10.0
PRNL,CHIC,75,TEMPUR,Zone 1,On time,TRS,0,5.0,5.0,6,4,4.375,3.583333333,0.875,0.791666667,1.208333333,0.5,1.0,1.0,10.0
SSYS,COGA,81,TEMPUR,Zone 1,Early,TRS,0,5.0,4.0,4,4,8.583333333,7.583333333,0.979166667,1.0,6.041666667,0.0,0.5625,1.0,10.0
PRNL,DEVR,170,TEMPUR,Zone 1,On time,TRS,0,5.0,5.0,4,7,8.333333333,4.583333333,0.75,3.75,0.166666667,2.041666667,1.625,2.0,10.0
PRNL,OVER,101,TEMPUR,Zone 1,Early,TRS,0,4.0,3.0,1,2,12.375,10.625,0.625,1.75,4.083333333,4.208333333,1.708333333,2.0,9.0
SSYS,NAVI,81,TEMPUR,Zone 1,On time,TRS,0,5.0,5.0,2,8,17.33333333,14.16666667,0.583333333,3.166666667,1.708333333,8.833333333,3.041666667,3.0,10.0
DRYN,HOUN,150,TEMPUR,Zone 1,On time,Other,0,5.0,5.0,5,11,10.33333333,4.5,0.666666667,5.833333333,1.125,1.5,1.208333333,1.0,10.0
SSYS,HUNV,81,TEMPUR,Zone 2,Early,Other,0,5.0,5.0,5,5,13.54166667,11.58333333,0.75,1.958333333,5.083333333,2.291666667,3.458333333,4.0,10.0
PRNL,DEVR,170,TEMPUR,Zone 1,On time,TRS,0,1.0,1.0,6,10,24.41666667,16.58333333,12.45833333,7.833333333,2.083333333,0.041666667,2.0,14.0,0.0
SSYS,TOLL,160,TEMPUR,Zone 1,On time,TRS,0,5.0,2.5,6,9,8.541666667,6.5,0.75,2.041666667,4.541666667,0.291666667,0.916666667,1.0,10.0
PRNL,28,59,TEMPUR,Zone 1,On time,Direct to Consumer,0,5.0,5.0,7,7,5.625,4.583333333,1.166666667,1.041666667,2.0,0.583333333,0.833333333,2.0,10.0
NVCP,RLNJ,59,TEMPUR,Zone 1,On time,TRS,0,5.0,4.5,4,9,13.375,11.58333333,5.416666667,1.791666667,3.166666667,1.041666667,1.958333333,7.0,10.0
PRNL,RIVE,91,TEMPUR,Zone 2,Early,Direct to Consumer,0,5.0,5.0,5,10,7.541666667,5.583333333,0.5,1.958333333,4.041666667,0.125,0.916666667,1.0,10.0
DRYN,HOUN,150,TEMPUR,Zone 1,On time,Direct to Consumer,0,4.0,3.0,3,9,8.5,4.5,0.708333333,4.0,2.041666667,0.458333333,1.291666667,2.0,0.0
DRYN,SHPT,150,TEMPUR,Zone 1,On time,Direct to Consumer,0,5.0,5.0,3,3,10.625,0.791666667,2.708333333,9.833333333,-5.666666667,1.458333333,2.291666667,5.0,10.0
PRNL,27,59,TEMPUR,Zone 1,Early,Direct to Consumer,0,5.0,5.0,7,1,7.458333333,6.583333333,1.458333333,0.875,2.208333333,0.083333333,2.833333333,4.0,10.0
SPCG,WILD,81,TEMPUR,Zone 1,Late,Direct to Consumer,0,4.0,2.0,5,6,22.66666667,22.33333333,1.458333333,0.333333333,15.875,1.25,3.75,5.0,10.0
PRNL,28,59,TEMPUR,Zone 1,On time,TRS,1,5.0,5.0,6,1,7.416666667,4.583333333,0.625,2.833333333,1.125,2.708333333,0.125,0.0,10.0
